property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,change_type,price_delta_pct,price_per_m2,scraped_at
affare_241022,affare,1500.0,13.0,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,13 hectares|arbres fruitier|bassin de stockage|climatisation|eau électricité climatisation|garage|gardien|grand garage de stockage céréales paille / foins|grands paddocks|habitation indépendante|meuble|oliviers|salon cuisine salle d'eau|silo de stockage grain|sonde et puit|super ferme|terrasse|villas|écuries,85,HIGH,1.5,True,False,unchanged,0.0,115.38,2026-03-27T00:38:26.178137
affare_246565,affare,3750.0,160.0,1.0,Menzah,ARIANA,north,Ariana Ville,Rent,Land,36.866011,10.193923,cartier prestigieux et calme|prés de toutes commodités|studio|terrain,90,HIGH,1.5,False,False,unchanged,0.0,23.44,2026-03-28T23:52:30.330740
affare_243813,affare,,,3.0,Monastir,MONASTIR,east,Monastir,Sale,Apartment,35.7644,10.8,2 climatiseurs|IPTV|chauffage central|climatisation|haut standing|meuble|wifi,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:13:07.858269
affare_239822,affare,,,1.0,Monastir,MONASTIR,east,Monastir,Rent,Apartment,35.7644,10.8,piscine|pool,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:15:17.439528
affare_241047,affare,,,1.0,Monastir,MONASTIR,east,Monastir,Sale,Apartment,35.7644,10.8,2 climatiseurs|IPTV|chauffage central|climatisation|wifi,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:13:19.687510
affare_247788,affare,,194.0,3.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,80,GOOD,1.0,False,False,unchanged,,,2026-03-28T23:51:29.470384
affare_241003,affare,165000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,documents juridiques|eau potable|nappe phréatique|puits profond|routes goudronnée|sol de bonne qualité|terrain agricole|électricité,60,GOOD,1.0,False,False,unchanged,0.0,,2026-03-27T00:38:52.654623
affare_241651,affare,960000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,documents juridiques|eau potable|ensemble de bâtiments|environnement naturel|excellente nappe phréatique|ferme|possibilité de creuser un puits profond|surface|sécurité|terrain fertile|électricité,60,GOOD,1.0,False,False,unchanged,0.0,,2026-03-27T00:39:05.119503
affare_247794,affare,600000.0,212.0,3.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Villa,36.866011,10.193923,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,2830.19,2026-03-27T11:13:49.925649
affare_246809,affare,2000.0,208.0,4.0,L'Aouina,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,Ascenseur|Parking,80,GOOD,1.0,True,False,new,,9.62,2026-03-31T08:10:51.761866
affare_252013,affare,406000.0,129.0,3.0,Ghazela,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Parking,100,HIGH,1.5,False,False,new,,3147.29,2026-03-31T08:11:57.385476
affare_248366,affare,320000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,agriculture|excellente nappe phréatique|terrain plat,65,GOOD,1.0,False,False,unchanged,0.0,,2026-03-26T16:50:47.073392
affare_253257,affare,600000.0,865.0,2.0,Kalâat El Andalous,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,196 m²|S+2|chambre à coucher|climatisation|cuisine équipée|dressing|jardin|jardin piscinable|parking|place de Parking|plain pied|salle d'eau avec douche à l'italienne|salon salle a manger|terrain|terrasse|villa,100,HIGH,1.5,False,False,unchanged,0.0,693.64,2026-03-31T08:12:03.162109
affare_253769,affare,,,2.0,Monastir,MONASTIR,east,Monastir,Rent,Apartment,35.7644,10.8,haut standing|parking|place de parking au sous sol|s+2|surface totale : 100m²|vue de mer,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:12:56.633123
affare_254459,affare,1150.0,70.0,,Ariana Ville,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,Climatisation chaud et froid|H+2|ascenseur|climatisation|deux pièces|gardiennage|hall|haut standing|kitchenette|meuble|neufs|salle d'eau|syndic,80,GOOD,1.0,False,False,new,,16.43,2026-03-31T08:11:40.460621
affare_253269,affare,380000.0,190.0,3.0,Menzah,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,100,HIGH,1.5,False,False,new,,2000.0,2026-03-31T08:11:51.850426
affare_249844,affare,,254.0,,Bizerte Nord,BIZERTE,north,Bizerte Nord,Sale,Land,37.2803,9.8205,bord de la mer|construction d'une maison|proche de toutes commodités|quartier calme|terrain,55,LOW,0.5,False,False,unchanged,,,2026-03-27T11:15:45.353837
affare_254271,affare,1100.0,,1.0,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Parking,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T00:37:48.257345
affare_250291,affare,,621.0,,Menzah,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,R+2|isolé|proche de toutes commodités|terrain,70,GOOD,1.0,False,False,new,,,2026-03-31T08:11:15.092778
affare_254124,affare,5245.0,286.0,,Le Kram,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,286 m²|6 pièces|ascenseur|climatisation|climatisation central|câblage|double vitrage|faux plafonds|gardien|meuble|open space|parking|place de parking au sous sol|réseaux|surface amovible,70,GOOD,1.0,True,False,unchanged,0.0,18.34,2026-03-28T23:50:07.197167
affare_255746,affare,48000.0,300.0,,Raoued,ARIANA,north,Raoued,Sale,Land,36.908,10.2,construction possible|terrain,90,HIGH,1.5,False,False,new,,160.0,2026-03-31T08:10:12.446600
affare_257357,affare,1200.0,74.0,1.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,80,GOOD,1.0,True,False,new,,16.22,2026-03-31T08:11:03.055994
affare_257444,affare,140000.0,96.0,,Ennasr,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,aménagement moderne|café|clientèle fidèle|concept café / brunch|potentiel de développement important|terrasse,100,HIGH,1.5,False,False,unchanged,0.0,1458.33,2026-03-27T11:11:55.548159
affare_256673,affare,395000.0,155.0,3.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,100,HIGH,1.5,False,False,unchanged,0.0,2548.39,2026-03-27T11:14:18.755457
affare_256408,affare,1000.0,,1.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,S+1|chambre à coucher|chauffage central|climatisation|climatiseurs|dressing|gardé|kitchenette équipée|résidence sécurisée|salle de douche|salon,85,HIGH,1.5,False,False,unchanged,0.0,,2026-03-28T23:51:35.963445
affare_254506,affare,5500.0,180.0,2.0,Les Berges Du Lac,TUNIS,north,Jebel Jelloud,Sale,Villa,36.7667,10.1833,Ascenseur|Parking,80,GOOD,1.0,True,False,unchanged,0.0,30.56,2026-03-28T23:49:34.694292
affare_256520,affare,80000.0,54.0,,Ghazela,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,Local prêt à l’exploitation|Superficie,100,HIGH,1.5,False,False,unchanged,0.0,1481.48,2026-03-27T11:11:39.821843
affare_256894,affare,1600.0,,1.0,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,2 clim|Chambre à coucher|S+1|Salle d'eau|abattoir pour l’Aïd el-Adha|aire de jeux pour enfants|atelier de bricolage|balcon|chauffage central|climatisation|douches|kitchen|meuble|piscine|piscine découverte|richly furnished|salle de jeux équipée|salle de lecture|salle de prière|salle de sport|salle de vapeur (sauna)|vestiaires,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T00:37:34.365652
affare_256888,affare,17850.0,858.0,,Les Berges Du Lac,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,Nombre de Bureaux|Syndic|accessibilité|climatisation|climatisation centrale chaud/froid|cuisine|câblage réseau intégré|disposition|double vitrage|eloyer|haut standing|orientation|parking|sanitaires|surface|sécurité,70,GOOD,1.0,True,False,unchanged,0.0,20.8,2026-03-28T23:49:41.039400
affare_255449,affare,,100.0,2.0,Zarzouna,BIZERTE,north,Menzel Jemil,Sale,Land,37.237,9.91,Appartement|Salon|Surface bâtie|Surface terrain|chambres à coucher|cuisine|four floors|salle de bain,90,HIGH,1.5,False,False,unchanged,,,2026-03-27T11:15:57.280981
affare_257898,affare,1600.0,125.0,2.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,80,GOOD,1.0,True,False,new,,12.8,2026-03-31T08:10:57.538893
affare_257667,affare,78250.0,3354.0,,Les Berges Du Lac,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,accès direct par la gp9|climatisation|câblage réseau|double vitrage|espaces modulables|haut standing|immeuble r+3|issue de secours|meuble|parking|parking en sous-sol|plus de 100 bureaux|sous-sol|surface par étage|surface utile totale|toilettes et kitchenettes par niveau|transport public,70,GOOD,1.0,True,False,unchanged,0.0,23.33,2026-03-28T23:50:36.485090
affare_258480,affare,,842.0,5.0,Menzah,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,chambre de service|chauffage central|climatisation|garage|jardin|open space|swimming pool|système d’alarme,80,GOOD,1.0,False,False,unchanged,,,2026-03-28T23:52:16.236359
affare_258248,affare,,2359.0,,Centre Ville - Lafayette,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,2 350 m²-|20 points d’eau|55 bureaux modernes|Ascenseur|Climatisation centralisée chaud / froid|Parking sous sol|R+5|ascenseur|climatisation|meuble|parking,55,LOW,0.5,False,False,unchanged,,,2026-03-27T11:12:08.667931
affare_257543,affare,315000.0,122.0,2.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,2581.97,2026-03-27T00:38:09.443840
affare_258435,affare,750000.0,935.0,4.0,Kalâat El Andalous,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,environnement résidentiel calme et sécurisé|gazon|jardin|jardin piscinable|superficie bâtie|terrain,100,HIGH,1.5,False,False,new,,802.14,2026-03-31T08:11:27.415449
affare_257942,affare,1200.0,70.0,1.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Ascenseur|Parking,100,HIGH,1.5,False,False,unchanged,0.0,17.14,2026-03-27T11:11:15.063661
affare_257932,affare,,,,Ennasr,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,avenue Hédi Nouira|dépôt|résidence|sous-sol,30,LOW,0.5,False,False,unchanged,,,2026-03-28T23:52:02.208971
affare_258481,affare,,,4.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Villa,36.866011,10.193923,3 chambres enfants|garage|haut standing|jardin|jardin privatif|rez-de-jardin|suite parentale,40,LOW,0.5,False,False,unchanged,,,2026-03-28T23:51:48.742508
affare_257791,affare,,,4.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,chauffage central|climatisation|climatisation Split-Système|garage|pelouse|système d’alarme,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:13:55.203794
affare_258727,affare,1400.0,,2.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,chambre enfant|chauffage central|climatisation|climatisation centrale|cuisine équipée|salle de bain commune|salon lumineux|sechoir|suite parentale,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T11:14:08.249280
affare_258751,affare,2000.0,160.0,3.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Ascenseur|Parking,100,HIGH,1.5,False,False,unchanged,0.0,12.5,2026-03-27T11:12:21.357013
affare_259175,affare,450000.0,150.0,4.0,Sahloul,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur|Parking,100,HIGH,1.5,False,False,unchanged,0.0,3000.0,2026-03-27T00:37:02.236151
affare_258700,affare,550.0,,,Ennasr,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,bureau|chaise de direction|chaises visiteurs|chauffage central|climatisation|climatiseur|contrat de domiciliation|eau|facture|fibre optique haut débit|grand rangement|meuble|ménage 1 fois/semaine|table basse|électricité,60,GOOD,1.0,False,False,unchanged,0.0,,2026-03-27T00:37:53.696508
affare_258612,affare,,140.0,2.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,90,HIGH,1.5,False,False,unchanged,,,2026-03-27T00:38:04.623540
affare_258966,affare,600.0,400.0,,Bizerte Nord,BIZERTE,north,Bizerte Nord,Sale,Land,37.2803,9.8205,Acte de vente|Titre bleu en cours|negotiable|plage|prix de vente|superficie|terrain|vue panoramique,85,HIGH,1.5,True,False,unchanged,0.0,1.5,2026-03-27T11:16:09.196925
affare_258672,affare,,,,Mutuelleville,TUNIS,north,Jebel Jelloud,Rent,Land,36.7667,10.1833,espaces complémentaires|grands extérieurs|haut standing|stationnement|terrain|volume|événements internes,40,LOW,0.5,False,False,unchanged,,,2026-03-27T11:14:23.044850
affare_259176,affare,69000.0,85.0,3.0,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Apartment,35.8269,10.63,balcony|bathroom|bathtub|bedrooms|gas natural|kitchen|living room|outdoor space,100,HIGH,1.5,False,False,unchanged,0.0,811.76,2026-03-27T00:36:43.139037
affare_258941,affare,1000.0,,1.0,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,S+1|chambre à coucher|chauffage central|climatisation|climatiseurs|dressing|gardé|kitchenette équipée|résidence sécurisée|salle de douche|salon,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T00:38:14.908265
affare_259174,affare,366000.0,140.0,4.0,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,2614.29,2026-03-26T16:51:00.198133
affare_259177,affare,174000.0,92.0,3.0,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Apartment,35.8269,10.63,Appartement (S+2)|Idéal pour investissement|Petite Résidence|Superficie : 92 m²|gardée et sécurisée|luminosite naturelle,100,HIGH,1.5,False,False,unchanged,0.0,1891.3,2026-03-27T00:37:09.158093
affare_259185,affare,2500.0,1200.0,4.0,Hammamet,NABEUL,north,Hammamet,Sale,Land,36.4,10.6167,alarm system|chambre de service|chauffage central|climatisation|debarras|garage|garden|heating central|hot water solar|jardin|logement gardien|patio|piscine|pool|shower outside|swimming pool|terrace|terrasse,90,HIGH,1.5,True,False,unchanged,0.0,2.08,2026-03-27T00:35:08.403357
affare_259179,affare,269000.0,85.0,3.0,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Abri de voiture|Attestation de Propriété Individuel|Quartier sélectif|balcons|bon voisinage|dressing|lugginess natural,100,HIGH,1.5,False,False,unchanged,0.0,3164.71,2026-03-27T00:37:22.186866
affare_259186,affare,6.0,305.0,,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Villa,35.6756,10.3106,R+3|ancienne|emplacement|investissement immobilier|panoramas|rendu|route touristique|sousse|superficie|tej marhab|titre bleu individuel|هدم,85,HIGH,1.5,True,False,unchanged,0.0,0.02,2026-03-27T00:35:31.010073
affare_259178,affare,298000.0,67.0,2.0,Kantaoui,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,4447.76,2026-03-27T00:36:56.548282
affare_259180,affare,420000.0,106.0,3.0,Hammam Sousse,SOUSSE,east,Hammam Sousse,Sale,Apartment,35.8592,10.59,Ascenseur|Parking,100,HIGH,1.5,False,False,unchanged,0.0,3962.26,2026-03-27T00:36:37.520691
affare_259181,affare,150000.0,5500.0,,Bou Argoub,NABEUL,north,Bou Argoub,Sale,Land,36.55,10.55,"60 almond trees well developed|Fertile land, ideal for agriculture or sustainable exploitation|Plantation of 60 olive trees in full production",70,GOOD,1.0,True,False,unchanged,0.0,27.27,2026-03-27T00:36:10.567285
affare_259182,affare,5000.0,350.0,5.0,Nabeul,NABEUL,north,Nabeul,Rent,Villa,36.4561,10.7358,chambre_a_coucher|chauffage central|chauffage_central|climatisation|climatiseurs_en_split|cuisine|garden|haut standing|jardin|jardin_d_hiver|parking|place_parking|salle_a_Manger|salle_d'eau|salon|sejour|terrasse,90,HIGH,1.5,True,False,unchanged,0.0,14.29,2026-03-27T00:36:23.411130
affare_259184,affare,250000.0,240.0,3.0,Béni Khiar,NABEUL,north,Beni Khiar,Sale,Land,36.45,10.7833,1er étage inachevé|2nd floor with sea view|S+3|beach|commodités|covered|kitchen|rooms|salles d'eau|terrace|terrain|terrasse|title foncier en règles|vue mer,100,HIGH,1.5,False,False,unchanged,0.0,1041.67,2026-03-27T00:35:56.482718
affare_259183,affare,1500.0,482.0,,Akouda,SOUSSE,east,Akouda,Sale,Land,35.8667,10.5667,482 m²|A coté Golden Café|Avendre|En face The Wave|Route touristique|Titre Bleu individuel|pré BelleVue|terrain,80,GOOD,1.0,True,False,unchanged,0.0,3.11,2026-03-27T00:35:43.593593
affare_259200,affare,2500.0,,6.0,Mutuelleville,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,1 salle d’eau individuelle|2 salles d’eau communes|5 pièces|Fibre optique|Hall d’accueil|Suite de direction|Étage : Premier étage,75,GOOD,1.0,True,False,unchanged,0.0,,2026-03-27T11:17:15.582830
affare_259199,affare,100.0,100.0,2.0,Centre Ville - Lafayette,TUNIS,north,Jebel Jelloud,Sale,Other,36.7667,10.1833,available for daily/weekly rental|furnished,90,HIGH,1.5,True,False,unchanged,0.0,1.0,2026-03-27T11:12:39.163915
affare_259187,affare,145000.0,35.0,1.0,Akouda,SOUSSE,east,Akouda,Sale,Apartment,35.8667,10.5667,Balcon|Idéal pour investissement avec rentabilité locatif|Piscine collective|Résidence gardée et sécurisée|meuble|piscine,100,HIGH,1.5,False,False,unchanged,0.0,4142.86,2026-03-27T00:35:20.328615
affare_259189,affare,248000.0,90.0,2.0,Akouda,SOUSSE,east,Akouda,Sale,Apartment,35.8667,10.5667,90m²|S+2|ascenseur|proche de tous les commodités|résidence sécurisée|vue mer,100,HIGH,1.5,False,False,unchanged,0.0,2755.56,2026-03-27T00:34:19.977748
affare_259194,affare,2300.0,,3.0,La Marsa,TUNIS,north,La Marsa,Rent,Villa,36.8775,10.3275,Abri pour voiture|Cuisine|Deux chambres supplémentaires|Espace nuit|Salle de bain commune|Salon|Suite parentale|Séchoir|haut standing,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T11:16:43.933655
affare_259198,affare,,,3.0,Monastir,MONASTIR,east,Monastir,Rent,Villa,35.7644,10.8,Parking,50,LOW,0.5,False,False,unchanged,,,2026-03-27T11:12:49.755255
affare_259193,affare,3600.0,,6.0,Aïn Zaghouan,TUNIS,north,Zaghouan,Sale,Commercial,36.4025,10.1431,buanderie|bureau|chambre de service|chambre à coucher|chambres à coucher|chauffage central|climatisation|climatiseurs|cuisine aménagée et équipée|espace ouvert|garage|garage pour deux voitures|jardin|kitchenette|salle d'eau avec douche|salle d'eau invités|salle d’eau|salon-salle à manger|suite|terrasse|villa,75,GOOD,1.0,True,False,unchanged,0.0,,2026-03-27T11:16:56.630444
affare_259196,affare,480000.0,,4.0,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur|Parking,95,HIGH,1.5,False,False,unchanged,0.0,,2026-03-27T11:14:34.308583
affare_259233,affare,750.0,,1.0,Menzah,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,chambre a coucher|chauffage|climatisation|cuisine|meuble|meublée|salle de bain|salon|studio,65,GOOD,1.0,True,False,unchanged,0.0,,2026-03-28T23:50:50.752014
affare_259192,affare,685000.0,200.0,4.0,Kélibia,NABEUL,north,Kelibia,Sale,Land,36.8472,11.0944,balcons|climatisation|cuisine équipée|espace de stationnement dédié|jardin|kitchen integrated|meuble|piscine|système d'alarme|terrasse|terrasses,100,HIGH,1.5,False,False,unchanged,0.0,3425.0,2026-03-27T00:34:42.662530
affare_259240,affare,130000.0,100.0,2.0,Dar Châabane El Fehri,NABEUL,north,Nabeul,Sale,Apartment,36.4561,10.7358,100m²|S+2|cuisine|deux chambres à coucher|meuble|plage à pied|prix: 130.000 TND|proche de toutes les commodités|salle d'eau|salon|séchoir|titre foncier,100,HIGH,1.5,False,False,unchanged,0.0,1300.0,2026-03-28T23:48:35.398210
affare_259243,affare,210000.0,90.0,3.0,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Apartment,35.8269,10.63,appartements|ascenseur|différents typologie des Appartements|gardé et sécurisée|idéal pour investissement ou habitation|lune naturelle|remise de clé septembre 2026|surface allant de 120 m² à partir de 300 000 DT|surface allant de 42 m² à partir de 140 000 DT|surface allant de 90 m² à partir de 210 000 DT,100,HIGH,1.5,False,False,unchanged,0.0,2333.33,2026-03-28T23:48:11.694521
affare_259236,affare,550.0,,1.0,Manar,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,kitchenette|meuble|meublé|studio|wifi,85,HIGH,1.5,False,False,unchanged,0.0,,2026-03-28T23:49:23.001133
affare_259237,affare,850.0,,,Manar,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,"Emplacement stratégique sur une route principale|Immeuble calme, propre et bien sécurisé|Proche de toutes les commodités|meuble",30,LOW,0.5,True,False,unchanged,0.0,,2026-03-28T23:49:12.380677
affare_259235,affare,900.0,,1.0,Manar,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Cuisine|Salle de bain|chambres a coucher|climatisation|climatiseur|meuble|petit  salon,65,GOOD,1.0,True,False,unchanged,0.0,,2026-03-28T23:51:02.998377
affare_259239,affare,324000.0,450.0,,Hergla,SOUSSE,east,Hergla,Sale,Land,36.0333,10.5,A.F.H|Approuvé|Isolé|Lotissement|Terrain|Zone des Villas,90,HIGH,1.5,False,False,unchanged,0.0,720.0,2026-03-28T23:49:00.357620
affare_259242,affare,420000.0,149.0,5.0,Sahloul,SOUSSE,east,Sidi El Heni,Sale,Villa,35.6756,10.3106,Appartement typologie (s+1)|Appartement typologie (s+2)|Appartements indépendants|Superficie|attestation de propriété individuel|duplex (s+4) indépendant|emplacement stratégique|entrée indépendante|rendement locatif|rez de chaussée studio|studio|voisinage sélectif,100,HIGH,1.5,False,False,unchanged,0.0,2818.79,2026-03-28T23:47:59.029200
affare_259234,affare,950.0,,2.0,Manar,ARIANA,north,Ariana Ville,Sale,Villa,36.866011,10.193923,2 chambres spacieuses|cuisine équipée|salle de bain|salon lumineux,65,GOOD,1.0,True,False,unchanged,0.0,,2026-03-28T23:51:15.489147
affare_259238,affare,162000.0,,2.0,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,S+2|cuisine fonctionnelle|deux chambres à coucher confortables|gaz de ville|idéal pour habitation ou investissement|proche de la Clinique Salem|quartier calme|salle de bain|salon lumineux|surface 87.5 m²,85,HIGH,1.5,False,False,unchanged,0.0,,2026-03-28T23:48:48.258455
affare_259241,affare,57000.0,152.0,,Sousse Sidi Abdelhamid,SOUSSE,east,Sidi El Heni,Sale,Land,35.6756,10.3106,R+2|approuvé|superficie|viabilisé,90,HIGH,1.5,False,False,unchanged,0.0,375.0,2026-03-28T23:48:24.687221
affare_259245,affare,860000.0,400.0,4.0,Akouda,SOUSSE,east,Akouda,Sale,Land,35.8667,10.5667,250 m² covered area|400 m² terrain|alarm system|bathroom with sauna|camera surveillance|central heating|chauffage central|corner|dressing room|equipped kitchen|garage|garage for two vehicles|garden with automatic irrigation system|individual property attestation|jardin|parent suite|plain pied|sanding|villa,100,HIGH,1.5,False,False,unchanged,0.0,2150.0,2026-03-28T23:47:33.536136
affare_259244,affare,150000.0,314.0,,Akouda,SOUSSE,east,Akouda,Sale,Land,35.8667,10.5667,Approuvé|R+2|Superficie|terrain|viabilisé|vocation,90,HIGH,1.5,False,False,unchanged,0.0,477.71,2026-03-28T23:47:46.928529
