property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,scraped_at
affare_253257,affare,600000.0,865.0,2,Kalâat El Andalous,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,196 m²|S+2|chambre à coucher|climatisation|cuisine équipée|dressing|jardin|jardin piscinable|parking|place de Parking|plain pied|salle d'eau avec douche à l'italienne|salon salle a manger|terrain|terrasse|villa,95,HIGH,0.0,False,,
affare_249009,affare,100000.0,75.0,2,Radès,BEN AROUS,north,Rades,Sale,Apartment,36.7782,10.2815,CHAMBRES À COUCHER|CLIMATISEUR|CUISINE|GAZ DE VILLE|SALLES DE DOUCHE|SALON|STORES MANUELS|climatisation|meuble|rangements|séchoir,95,HIGH,0.0,False,,
affare_254271,affare,1100.0,,1,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Parking,80,GOOD,0.0,False,,
affare_255365,affare,1200.0,650.0,4,,,,,Sale,Land,33.8439408,9.400138,piscine|jardin|parking|climatisation|terrasse,60,GOOD,0.0,True,,
affare_254550,affare,245000.0,269.0,3,,,,,Sale,Villa,33.8439408,9.400138,balcon|cuisine aménagée|salle de bain avec douche|terrasse,70,GOOD,0.0,False,,
affare_254771,affare,340000.0,315.0,6,,,,,Sale,Land,33.8439408,9.400138,,65,GOOD,0.0,False,,
affare_256520,affare,80000.0,54.0,,Ghazela,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,Local prêt à l’exploitation|Superficie,85,HIGH,0.0,False,,
affare_254506,affare,5500.0,180.0,2,Les Berges Du Lac,TUNIS,north,Jebel Jelloud,Sale,Villa,36.7667,10.1833,Ascenseur|Parking,85,HIGH,0.0,True,,
affare_253269,affare,380000.0,190.0,3,,,,,Sale,Apartment,33.8439408,9.400138,Ascenseur|Parking,70,GOOD,0.0,False,,
affare_254877,affare,380000.0,139.0,3,,,,,Sale,Villa,33.8439408,9.400138,Ascenseur|Parking,70,GOOD,0.0,False,,
affare_253769,affare,,,2,Monastir,MONASTIR,east,Monastir,Rent,Apartment,35.7644,10.8,haut standing|parking|place de parking au sous sol|s+2|surface totale : 100m²|vue de mer,35,LOW,0.0,False,,
affare_254124,affare,5245.0,286.0,,Le Kram,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,286 m²|6 pièces|ascenseur|climatisation|climatisation central|câblage|double vitrage|faux plafonds|gardien|meuble|open space|parking|place de parking au sous sol|réseaux|surface amovible,75,GOOD,0.0,True,,
affare_254459,affare,1150.0,70.0,,Ariana Ville,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,Climatisation chaud et froid|H+2|ascenseur|climatisation|deux pièces|gardiennage|hall|haut standing|kitchenette|meuble|neufs|salle d'eau|syndic,75,GOOD,0.0,False,,
affare_256532,affare,8000.0,3370.0,,,,,,Sale,Commercial,33.8439408,9.400138,2 ascenseurs|5 étages + sous-sol|ascenseur|chaque étage comprend plus de 13 bureaux et une salle de réunion|climatisation|climatização centrale chaud/froid|configuration|contrôle d’accès et vidéosurveillances|haut standing|meuble|surface totale|système anti-intrusion et sécurité incendié,25,LOW,0.0,True,,
affare_256388,affare,80000.0,100.0,,,,,,Sale,Commercial,33.8439408,9.400138,cuisine intérieure|espace clients|local bien agencé|mezzanine|monte-charge|point d'eau,35,LOW,0.0,False,,
affare_255524,affare,1500.0,180.0,3,,,,,Sale,Villa,33.8439408,9.400138,S+3|cuisine équipée|meuble|meublé|salle d'eau|salle de bain avec Douche|terrasse|trois chambres à coucher,60,GOOD,0.0,True,,
affare_255747,affare,595000.0,148.0,3,,,,,Sale,Commercial,33.8439408,9.400138,Ascenseur|Parking,70,GOOD,0.0,False,,
affare_255449,affare,,100.0,2,,,,,Sale,Land,33.8439408,9.400138,Appartement|Salon|Surface bâtie|Surface terrain|chambres à coucher|cuisine|four floors|salle de bain,25,LOW,0.0,False,,
affare_257892,affare,850.0,70.0,1,,,,,Rent,Apartment,33.8439408,9.400138,Ascenseur|Parking,60,GOOD,0.0,False,,
tunisieannonce_afe994372718,tunisieannonce,2500.0,,,Testour,TUNIS,north,Testour,Sale,Land,36.5525,9.4436,terrain,45,LOW,0.0,True,,
affare_255746,affare,48000.0,300.0,,Raoued,ARIANA,north,Raoued,Sale,Land,36.908,10.2,construction possible|terrain,85,HIGH,0.0,False,,
affare_256408,affare,1000.0,,1,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,S+1|chambre à coucher|chauffage central|climatisation|climatiseurs|dressing|gardé|kitchenette équipée|résidence sécurisée|salle de douche|salon,80,GOOD,0.0,False,,
affare_256673,affare,395000.0,155.0,3,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,95,HIGH,0.0,False,,
affare_257357,affare,1200.0,74.0,1,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,85,HIGH,0.0,True,,
affare_257444,affare,140000.0,96.0,,Ennasr,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,aménagement moderne|café|clientèle fidèle|concept café / brunch|potentiel de développement important|terrasse,85,HIGH,0.0,False,,
affare_256894,affare,1600.0,,1,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,2 clim|Chambre à coucher|S+1|Salle d'eau|abattoir pour l’Aïd el-Adha|aire de jeux pour enfants|atelier de bricolage|balcon|chauffage central|climatisation|douches|kitchen|meuble|piscine|piscine découverte|richly furnished|salle de jeux équipée|salle de lecture|salle de prière|salle de sport|salle de vapeur (sauna)|vestiaires,80,GOOD,0.0,False,,
affare_257450,affare,,614.0,4,,,,,Sale,Land,33.8439408,9.400138,piscine|jardin|parking|climatisation|terrasse,25,LOW,0.0,False,,
affare_257282,affare,,737.0,4,Hammamet,NABEUL,north,Hammamet,Sale,Land,36.4,10.6167,Terrasse|chambre|chauffage_central|climatisation|cuisine|dressing|jardin|parking|piscine|place_de_parking|salle_a_manger|salle_de_bain|salon|suite|système_de_climatisation|terrasse,75,GOOD,0.0,False,,
affare_257369,affare,3000.0,1200.0,,,,,,Sale,Land,33.8439408,9.400138,environnement calme|environnement chic|façade|haut standing|orientation Est et Sud-Est|surface|terrain|titre foncier|villa de maître|villas jumelées,25,LOW,0.0,True,,
affare_257399,affare,1200.0,70.0,1,,,,,Rent,Apartment,33.8439408,9.400138,Ascenseur|Parking,60,GOOD,0.0,False,,
affare_256795,affare,280.0,195.0,4,,,,,Sale,Villa,33.8439408,9.400138,Potentiel :Autorisation de construire jusqu'àR+2|Ruines de Clupea|S+3|Titre en règle|façade exceptionnelle|grande cour de 60 m²|vue imprenable sur le Fort de Kélibia,60,GOOD,0.0,True,,
affare_259199,affare,100.0,100.0,2,Centre Ville - Lafayette,TUNIS,north,Jebel Jelloud,Sale,Other,36.7667,10.1833,available for daily/weekly rental|furnished,85,HIGH,0.0,True,,
affare_256888,affare,17850.0,858.0,,Les Berges Du Lac,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,Nombre de Bureaux|Syndic|accessibilité|climatisation|climatisation centrale chaud/froid|cuisine|câblage réseau intégré|disposition|double vitrage|eloyer|haut standing|orientation|parking|sanitaires|surface|sécurité,75,GOOD,0.0,True,,
affare_257791,affare,,,4,Ennasr,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,chauffage central|climatisation|climatisation Split-Système|garage|pelouse|système d’alarme,35,LOW,0.0,False,,
affare_257455,affare,300000.0,500.0,2,,,,,Sale,Land,33.8439408,9.400138,Maison jardin|cuisine haut de gamme|deux chambres a couchers|jardin|piscine|salle de bain|salon salle a manger,70,GOOD,0.0,False,,
affare_257460,affare,750000.0,250.0,4,,,,,Sale,Land,33.8439408,9.400138,chauffage central|climatisation|jardin|meuble|parking|piscine|place de parking|pool|système de climatisation préinstallé|terrace|terrasse,70,GOOD,0.0,False,,
affare_257803,affare,830000.0,400.0,4,Hammamet,NABEUL,north,Hammamet,Sale,Land,36.4,10.6167,Terrasse|chambre|chambres_a_coucher|chauffage_central|cuisine|dressing|jardin|parking|piscine|place_de_parking|salle_a_manger|salle_de_bain|salon|suite|terrasse,95,HIGH,0.0,False,,
affare_257804,affare,580000.0,170.0,4,,,,,Sale,Land,33.8439408,9.400138,chauffage central|climatisation|jardin|terrace|terrasse,70,GOOD,0.0,False,,
affare_257667,affare,78250.0,3354.0,,,,,,Sale,Commercial,33.8439408,9.400138,accessibilité et environnement|accès direct par la gp9|climatisation|câblage réseau|double vitrage|espaces modulables|faux plafond|haut standing|immeuble r+3|issue de secours|meuble|parking|parking en sous-sol|plus de 100 bureaux|sous-sol|surface par étage|surface utile totale|toilettes et kitchenettes par niveau|transport public,25,LOW,0.0,True,,
affare_257453,affare,930000.0,510.0,4,,,,,Sale,Land,33.8439408,9.400138,chambre|chauffage_central|climatisation|cuisine|douche_extérieure|dressing|jardin|parking|piscine|place_de_parking|salle_a_manger|salle_de_bain|salon|suites|system_de_climatisation|terrasse,70,GOOD,0.0,False,,
affare_257543,affare,315000.0,122.0,2,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,95,HIGH,0.0,False,,
affare_257799,affare,255000.0,81.0,2,,,,,Sale,Apartment,33.8439408,9.400138,Parking,70,GOOD,0.0,False,,
affare_257683,affare,1600.0,125.0,2,,,,,Sale,Apartment,33.8439408,9.400138,Ascenseur|Parking,60,GOOD,0.0,True,,
affare_257942,affare,1200.0,70.0,1,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Ascenseur|Parking,85,HIGH,0.0,False,,
affare_259236,affare,550.0,,1,Manar,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,kitchenette|meuble|meublé|studio|wifi,80,GOOD,0.0,False,,
affare_258248,affare,,2359.0,,Centre Ville - Lafayette,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,2 350 m²-|20 points d’eau|55 bureaux modernes|Ascenseur|Climatisation centralisée chaud / froid|Parking sous sol|R+5|ascenseur|climatisation|meuble|parking,40,LOW,0.0,False,,
affare_257940,affare,1050.0,70.0,1,,,,,Rent,Apartment,33.8439408,9.400138,Ascenseur|Parking,60,GOOD,0.0,False,,
affare_257932,affare,,,,Ennasr,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,avenue Hédi Nouira|dépôt|résidence|sous-sol,25,LOW,0.0,False,,
affare_257805,affare,1400.0,650.0,4,,,,,Sale,Land,33.8439408,9.400138,Quatre suites|Terrasse|chambre|chauffage central|climatisation|cuisine|dressing|jardin|parking|piscine|place de parking|salle a manger|salle de bain|salon|terrasse,60,GOOD,0.0,True,,
affare_257898,affare,1600.0,125.0,2,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur|Parking,85,HIGH,0.0,True,,
affare_257808,affare,850000.0,300.0,4,,,,,Sale,Land,33.8439408,9.400138,piscine|jardin|parking|climatisation|terrasse,70,GOOD,0.0,False,,
affare_258481,affare,,,4,Ennasr,ARIANA,north,Ariana Ville,Rent,Villa,36.866011,10.193923,3 chambres enfants|garage|haut standing|jardin|jardin privatif|rez-de-jardin|suite parentale,35,LOW,0.0,False,,
affare_258727,affare,1400.0,,2,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,chambre enfant|chauffage central|climatisation|climatisation centrale|cuisine équipée|salle de bain commune|salon lumineux|sechoir|suite parentale,80,GOOD,0.0,False,,
affare_258672,affare,,,,Mutuelleville,TUNIS,north,Jebel Jelloud,Rent,Land,36.7667,10.1833,espaces complémentaires|grands extérieurs|haut standing|stationnement|terrain|volume|événements internes,25,LOW,0.0,False,,
affare_258751,affare,2000.0,160.0,3,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Ascenseur|Parking,85,HIGH,0.0,False,,
affare_258568,affare,1700.0,130.0,3,,,,,Rent,Apartment,33.8439408,9.400138,Ascenseur|Parking,60,GOOD,0.0,False,,
affare_258480,affare,,842.0,5,Menzah,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,chambre de service|chauffage central|climatisation|garage|jardin|open space|swimming pool|système d’alarme,75,GOOD,0.0,False,,
affare_258941,affare,1000.0,,1,Ennasr,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,S+1|chambre à coucher|chauffage central|climatisation|climatiseurs|dressing|gardé|kitchenette équipée|résidence sécurisée|salle de douche|salon,80,GOOD,0.0,False,,
affare_258435,affare,750000.0,935.0,4,Kalâat El Andalous,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,environnement résidentiel calme et sécurisé|gazon|jardin|jardin piscinable|superficie bâtie|terrain,95,HIGH,0.0,False,,
affare_258612,affare,,140.0,2,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,75,GOOD,0.0,False,,
affare_258700,affare,550.0,,,Ennasr,ARIANA,north,Ariana Ville,Rent,Commercial,36.866011,10.193923,bureau|chaise de direction|chaises visiteurs|chauffage central|climatisation|climatiseur|contrat de domiciliation|eau|facture|fibre optique haut débit|grand rangement|meuble|ménage 1 fois/semaine|table basse|électricité,45,LOW,0.0,False,,
affare_259178,affare,298000.0,67.0,2,Kantaoui,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur,95,HIGH,0.0,False,,
affare_259200,affare,2500.0,,6,Mutuelleville,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,1 salle d’eau individuelle|2 salles d’eau communes|5 pièces|Fibre optique|Hall d’accueil|Suite de direction|Étage : Premier étage,80,GOOD,0.0,True,,
affare_259179,affare,269000.0,85.0,3,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Abri de voiture|Attestation de Propriété Individuel|Quartier sélectif|balcons|bon voisinage|dressing|lugginess natural,95,HIGH,0.0,False,,
affare_259176,affare,69000.0,85.0,3,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Apartment,35.8269,10.63,balcony|bathroom|bathtub|bedrooms|gas natural|kitchen|living room|outdoor space,95,HIGH,0.0,False,,
affare_259174,affare,366000.0,140.0,4,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur,95,HIGH,0.0,False,,
affare_259177,affare,174000.0,92.0,3,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Apartment,35.8269,10.63,Appartement (S+2)|Idéal pour investissement|Petite Résidence|Superficie : 92 m²|gardée et sécurisée|luminosite naturelle,95,HIGH,0.0,False,,
affare_258985,affare,1750.0,149.0,,,,,,Rent,Commercial,33.8439408,9.400138,Bloc sanitaires|Climatisation|Hall|Kitchenette|Place de parking|Quatre pièces|ascenseur|climatisation|meuble|parking,25,LOW,0.0,False,,
affare_258966,affare,,400.0,,,,,,Sale,Land,33.8439408,9.400138,Acte de vente|Titre bleu en cours|negotiable|plage|prix de vente|superficie|terrain|vue panoramique,15,DROP,0.0,False,,
affare_259180,affare,420000.0,106.0,3,Hammam Sousse,SOUSSE,east,Hammam Sousse,Sale,Apartment,35.8592,10.59,Ascenseur|Parking,95,HIGH,0.0,False,,
affare_259181,affare,150000.0,5500.0,,Bou Argoub,NABEUL,north,Bou Argoub,Sale,Land,36.55,10.55,"60 almond trees well developed|Fertile land, ideal for agriculture or sustainable exploitation|Plantation of 60 olive trees in full production",65,GOOD,0.0,True,,
affare_259175,affare,450000.0,150.0,4,Sahloul,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur|Parking,95,HIGH,0.0,False,,
affare_259186,affare,6.0,305.0,,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Villa,35.6756,10.3106,R+3|ancienne|emplacement|investissement immobilier|panoramas|rendu|route touristique|sousse|superficie|tej marhab|titre bleu individuel|هدم,75,GOOD,0.0,True,,
affare_259182,affare,5000.0,350.0,5,Nabeul,NABEUL,north,Nabeul,Rent,Villa,36.4561,10.7358,chambre_a_coucher|chauffage central|chauffage_central|climatisation|climatiseurs_en_split|cuisine|garden|haut standing|jardin|jardin_d_hiver|parking|place_parking|salle_a_Manger|salle_d'eau|salon|sejour|terrasse,85,HIGH,0.0,True,,
affare_259185,affare,2500.0,1200.0,4,Hammamet,NABEUL,north,Hammamet,Sale,Land,36.4,10.6167,alarm system|chambre de service|chauffage central|climatisation|debarras|garage|garden|heating central|hot water solar|jardin|logement gardien|patio|piscine|pool|shower outside|swimming pool|terrace|terrasse,85,HIGH,0.0,True,,
affare_259183,affare,1500.0,482.0,,Akouda,SOUSSE,east,Akouda,Sale,Land,35.8667,10.5667,482 m²|A coté Golden Café|Avendre|En face The Wave|Route touristique|Titre Bleu individuel|pré BelleVue|terrain,75,GOOD,0.0,True,,
affare_259187,affare,145000.0,35.0,1,Akouda,SOUSSE,east,Akouda,Sale,Apartment,35.8667,10.5667,Balcon|Idéal pour investissement avec rentabilité locatif|Piscine collective|Résidence gardée et sécurisée|meuble|piscine,95,HIGH,0.0,False,,
affare_259184,affare,250000.0,240.0,3,Béni Khiar,NABEUL,north,Beni Khiar,Sale,Land,36.45,10.7833,1er étage inachevé|2nd floor with sea view|S+3|beach|commodités|covered|kitchen|rooms|salles d'eau|terrace|terrain|terrasse|title foncier en règles|vue mer,95,HIGH,0.0,False,,
affare_259194,affare,2300.0,,3,La Marsa,TUNIS,north,La Marsa,Rent,Villa,36.8775,10.3275,Abri pour voiture|Cuisine|Deux chambres supplémentaires|Espace nuit|Salle de bain commune|Salon|Suite parentale|Séchoir|haut standing,80,GOOD,0.0,False,,
affare_259193,affare,3600.0,,6,Aïn Zaghouan,TUNIS,north,Zaghouan,Sale,Commercial,36.4025,10.1431,buanderie|bureau|chambre de service|chambre à coucher|chambres à coucher|chauffage central|climatisation|climatiseurs|cuisine aménagée et équipée|espace ouvert|garage|garage pour deux voitures|jardin|kitchenette|salle d'eau avec douche|salle d'eau invités|salle d’eau|salon-salle à manger|suite|terrasse|villa,80,GOOD,0.0,True,,
affare_259189,affare,248000.0,90.0,2,Akouda,SOUSSE,east,Akouda,Sale,Apartment,35.8667,10.5667,90m²|S+2|ascenseur|proche de tous les commodités|résidence sécurisée|vue mer,95,HIGH,0.0,False,,
affare_259192,affare,685000.0,200.0,4,Kélibia,NABEUL,north,Kelibia,Sale,Land,36.8472,11.0944,balcons|climatisation|cuisine équipée|espace de stationnement dédié|jardin|kitchen integrated|meuble|piscine|système d'alarme|terrasse|terrasses,95,HIGH,0.0,False,,
affare_259233,affare,750.0,,1,Menzah,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,chambre a coucher|chauffage|climatisation|cuisine|meuble|meublée|salle de bain|salon|studio,80,GOOD,0.0,True,,
affare_259234,affare,950.0,,2,Manar,ARIANA,north,Ariana Ville,Sale,Villa,36.866011,10.193923,2 chambres spacieuses|cuisine équipée|salle de bain|salon lumineux,80,GOOD,0.0,True,,
affare_259237,affare,850.0,,,Manar,ARIANA,north,Ariana Ville,Sale,Commercial,36.866011,10.193923,"Emplacement stratégique sur une route principale|Immeuble calme, propre et bien sécurisé|Proche de toutes les commodités|meuble",45,LOW,0.0,True,,
affare_259196,affare,480000.0,,4,Sousse Jawhara,SOUSSE,east,Sidi El Heni,Sale,Apartment,35.6756,10.3106,Ascenseur|Parking,80,GOOD,0.0,False,,
affare_259235,affare,900.0,,1,Manar,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Cuisine|Salle de bain|chambres a coucher|climatisation|climatiseur|meuble|petit  salon,80,GOOD,0.0,True,,
