property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,change_type,price_delta_pct,price_per_m2,scraped_at
newkey_129867,newkey,433000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Général|Terrasse|vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Bureau de Poste|Banque(s)|Station de bus|Aéroport|Lycée,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:27:31.311351
newkey_130028,newkey,450000.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Apartment,37.0565576,11.0104527,S+2|cuisine bien equipée|deux chambres à coucher|petit dressing|salle bain|salle d'eau|salon lumineux|terrasse,50,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:26:47.510834
newkey_129849,newkey,,,,Maison / Villa,Tunis,,الهوارية,Sale,Villa,37.0565576,11.0104527,Général|Suite parentale|Chambre service|Cellier|Dernier étage|Terrasse|Espace extérieur|Jardin|Cuisine|Double cuisine|vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Bureau de Poste|Banque(s)|Municipalité|Aéroport|Lycée,30,LOW,0.5,False,False,unchanged,,,2026-03-26T15:27:16.181054
newkey_129869,newkey,700000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Général|Suite parentale|Espace extérieur|Jardin|vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Banque(s)|Aéroport,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:27:22.048329
newkey_129791,newkey,550000.0,,,Appartement,Tunis,,سيدي محرصي,Sale,Apartment,36.4360619,10.7045291,balcon|cuisine indépendante|deux chambres à coucher|jardin|parking|place de parking en sous-sol|salle de bain commune|spacious salon|séchoir,50,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:28:06.177730
newkey_129766,newkey,650000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Général|Suite parentale|Ascenseur|Placards|Fibre optique|Dressing|Balcon|Double vitrage|Parabole|Accès handicapé|Chambres Spacieuses|Code d'accès|Gardien|Gaz de ville|Interphone|Isolation phonique|Isolation thermique|Lumineux|Proche commerces|Proche transport|Quartier calme|Sécurisé|Stores électriques|vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Bureau de Poste|Banque(s)|Municipalité|École maternelle|Lycée,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:28:27.317018
newkey_130077,newkey,1750.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Land,37.0565576,11.0104527,446 m²|calme|construction d'une villa moderne|démolir|emplacement stratégique|opportunité d’investissement|potentiel de construction|proximité de toutes les commodités|quartier résidentiel|terrain|villa,30,LOW,0.5,True,False,unchanged,0.0,,2026-03-26T15:26:10.452015
newkey_129977,newkey,395000.0,,3,Appartement,Tunis,,,Sale,Villa,36.40107,10.6124745,chauffage central|cuisine équipée|deux chambres à coucher|parking|place de parking gardée|s+3|salle de bain avec douche|salon-salle à manger|suite parentale,80,GOOD,1.0,False,False,unchanged,0.0,,2026-03-26T15:27:02.413275
newkey_130222,newkey,270000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Espace extérieur|Jardin|vue|Banlieue|Centre ville|Jardin|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|Magasin|Espace vert|Restaurant(s)|Café(s)|Aéroport,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:23:20.732422
newkey_130161,newkey,370000.0,,2,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Général|Suite parentale|vue|Centre ville|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Municipalité|Aéroport,80,GOOD,1.0,False,False,unchanged,0.0,,2026-03-26T15:25:18.583328
newkey_130156,newkey,440000.0,,,Appartement,Tunis,,سيدي محرصي,Sale,Apartment,36.4360619,10.7045291,balcon|chambre à coucher|cuisine équipée|parking|place de parking|salle de bain|séchoir,50,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:25:55.595863
newkey_130577,newkey,2000.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Villa,37.0565576,11.0104527,garage|garden|jardin|two ruelles,30,LOW,0.5,True,False,new,,,2026-03-26T15:22:29.405824
newkey_130600,newkey,790000.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Villa,37.0565576,11.0104527,Général|Suite parentale|Espace extérieur|Jardin|parking|Abri de voiture|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Restaurant(s)|Café(s)|Banque(s)|Station de bus|Aéroport|École maternelle|Lycée,50,LOW,0.5,False,False,new,,,2026-03-26T15:21:47.351343
newkey_130467,newkey,350000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Restaurant(s)|Café(s)|Municipalité,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:23:01.640070
newkey_130191,newkey,410000.0,,,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,Général|Terrasse|vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split,45,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:25:02.839386
newkey_130160,newkey,7000.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Apartment,37.0565576,11.0104527,chauffé|climatised|cuisine américaine|haut standing|parking|place de parking au sous-sol|salle de bain pour les invités|vue mer|vue sur mer,50,LOW,0.5,False,False,unchanged,0.0,,2026-03-26T15:25:36.907407
newkey_130171,newkey,790000.0,152.0,,Bureau Et Local...,Tunis,,,Sale,Commercial,,,haut standing|meuble|open-space|parking|sanitary|secure,55,LOW,0.5,True,False,unchanged,0.0,,2026-03-26T15:24:43.723853
newkey_130526,newkey,1200.0,,3,Appartement,Tunis,,,Sale,Apartment,36.40107,10.6124745,vue|Vue dégagée|parking|Sous-sol|chauffage|Central|climatisation|Split|proximite|Magasin|Salle de sport|Espace vert|Restaurant(s)|Café(s)|Municipalité,60,GOOD,1.0,True,False,unchanged,0.0,,2026-03-26T15:22:45.116563
newkey_130627,newkey,6500.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Commercial,37.0565576,11.0104527,S+5|bureau|chambre|chambre de service|cuisine entièrement équipée|deux chambres|deux chambres à coucher|garage|immense dressing|jardin|logement de gardien indépendant|monte-plat|partie nuit|salle d'eau|salle de bain|salle de bain commune|salle polyvalente|sallée d'eau|salon|seconde chambre|sortie indépendante|spacious villa|suite parentale,50,LOW,0.5,False,False,new,,,2026-03-26T15:23:39.465814
tunisieannonce_00b5d39933da,tunisieannonce,170000.0,200.0,,Denden,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,terrain nu,80,GOOD,1.0,False,False,new,,850.0,2026-03-26T14:26:11.377646
newkey_130604,newkey,1000.0,,,Appartement,Tunis,,سيدي محرصي,Sale,Villa,36.4360619,10.7045291,climatisation|climatiseur|cuisine|deux chambres|hotte|plaque|salle_a_Manger|salle_de_douche|salon,30,LOW,0.5,True,False,new,,,2026-03-26T15:24:07.045285
tunisieannonce_01bbd5782b56,tunisieannonce,1000.0,2026.0,2.0,El Menzah 9,TUNIS,north,El Menzah,Rent,Apartment,36.8528,10.1703,1 chambre à coucher avec dressings intégrés|balcon|environnement sécurisé|haut standing|kitchenette bien équipée|parking|place de parking sous sol|salle de bain moderne avec douche à l'italienne|salon lumineux,80,GOOD,1.0,True,False,new,,0.49,2026-03-26T14:58:19.178149
tunisieannonce_01cf564d2b12,tunisieannonce,291000.0,485.0,,Chatt Meriem,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,clôturé|terrain|zone des villas,90,HIGH,1.5,False,False,new,,600.0,2026-03-26T14:48:31.905878
tunisieannonce_0551a4c56a15,tunisieannonce,700.0,,,Oued Ellil,TUNIS,north,Oued Ellil,Sale,Other,36.8311,10.0347,immeuble bien entretenu|jour et nuit|meuble|neufs,55,LOW,0.5,True,False,new,,,2026-03-26T14:19:02.870609
tunisieannonce_03f04c96da22,tunisieannonce,28000.0,290.0,,Residence Ellissa,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,eau|électricité,80,GOOD,1.0,False,False,new,,96.55,2026-03-26T14:28:19.569106
newkey_130603,newkey,2300.0,,,Maison / Villa,Tunis,,الهوارية,Sale,Villa,37.0565576,11.0104527,Général|Suite parentale|Espace extérieur|Jardin|parking|Abri de voiture|chauffage|Central|climatisation|Split|proximite|École|Magasin|Salle de sport|Restaurant(s)|Café(s)|Banque(s)|Station de bus|Aéroport|École maternelle|Lycée,30,LOW,0.5,True,False,new,,,2026-03-26T15:23:30.414846
tunisieannonce_061503a8a58b,tunisieannonce,290000.0,80.0,,Jardins D'El Menzah,TUNIS,north,El Menzah,Sale,Commercial,36.8528,10.1703,jardin,80,GOOD,1.0,False,False,new,,3625.0,2026-03-26T14:43:58.548534
tunisieannonce_049bf41cd95f,tunisieannonce,144760.0,658.0,,Hergla,TUNIS,north,Hergla,Sale,Land,36.0333,10.5,clôturé|l'eau|lotissement|privé|terrain|titre individuel|électricité,90,HIGH,1.5,False,False,new,,220.0,2026-03-26T14:10:57.951394
tunisieannonce_0a325feecb2c,tunisieannonce,3700.0,150.0,2.0,Marsa Ennassim,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,ascenseur|chauffage central|climatisation|cuisine|lave-vaisselle|parking|places parking sous sol|salle d'eau douche|salle d'eau pour invités|salle de bain|salon|suites parentales|terrasse,90,HIGH,1.5,False,False,new,,24.67,2026-03-26T14:52:38.146584
tunisieannonce_096bdeceadb3,tunisieannonce,55000.0,500.0,,Borj Ennour,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,option 1 vente de 500 m2 la totalité ou partiellement|pour 2 villas de chaque coté|proche de la route principale tunis béja|surface 500 m2|terrain clôturé|terrain peut être divisé entre 2 acheteurs,90,HIGH,1.5,False,False,new,,110.0,2026-03-26T15:22:47.774498
tunisieannonce_0b901f8d21f3,tunisieannonce,2400.0,2026.0,3.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,3 bedrooms|air conditioning in all rooms|appartment s+3|bathroom|calme|central heating|chauffage central|climatisation|completely furnished and equipped|fully equipped|haut standing|large salon|meuble|modern kitchen|parentale bedroom|parking|private parking|residence high standing|residentiel chic|sechoir|security & calm|shower room|vast balcony|very well secured,90,HIGH,1.5,False,False,new,,1.18,2026-03-26T14:32:15.679708
tunisieannonce_075a905d57da,tunisieannonce,90000.0,100.0,1.0,Bab El Jazira,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,2 chambres|salon,95,HIGH,1.5,False,False,new,,900.0,2026-03-26T14:18:13.948437
tunisieannonce_0b2f19989bcf,tunisieannonce,100580.0,214.0,,Akouda,TUNIS,north,Akouda,Sale,Land,35.8667,10.5667,documents fournis : papiers en régle|proximité de toutes commodités|terrain|zone des villas,90,HIGH,1.5,False,False,new,,470.0,2026-03-26T14:11:13.372697
tunisieannonce_09b1bae71919,tunisieannonce,1100.0,65.0,1.0,Cite Ennasr,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,ascenseur|balcon|bedroom with dressing|cellier|chauffage central|climatisation|haut standing|heating central|parking|parking at basement|shower room|spacious studio|well-equipped kitchen,90,HIGH,1.5,False,False,new,,16.92,2026-03-26T14:51:47.184746
tunisieannonce_08fa04fdd058,tunisieannonce,900.0,60.0,1.0,Riadh Landlous,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,chambre à coucher|kitchenette équipée|salle de bain|salon spacieux,90,HIGH,1.5,False,False,new,,15.0,2026-03-26T14:33:48.185079
tunisieannonce_0832fb265089,tunisieannonce,2500.0,120.0,2.0,Ezzahra,TUNIS,north,Ezzahra,Rent,Apartment,36.743,10.308,chauffer / climatiser|climatisation|hygiène et propreté sont garantie|meuble|proche de toute commodité|richement meublé|résidence sécuriser et gardée,90,HIGH,1.5,False,False,new,,20.83,2026-03-26T15:12:35.970708
tunisieannonce_0c4ddb8a49d7,tunisieannonce,235000.0,105.0,3.0,El Aouina,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,ascenseur|balcon|cuisine équipée|cuisiniere|deux chambres à coucher|dressing|grand placard de rangement|hotte aspirante|jardin|parking|salle de bain|spacious s plus deux|séchoir,100,HIGH,1.5,False,False,new,,2238.1,2026-03-26T14:56:35.361631
tunisieannonce_067e0d0fa300,tunisieannonce,340000.0,275.0,2.0,Cite Touristique,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,2 grandes chambres|compteurs délectricité|cuisine spacieuse bien équipée|dossier foncier réglé|entrée de deux voitures|grand salon|jardin|jardin gazonné|parking|piscine|piscine de 8/4m|places parkings|proche de toute commodité nécessaire|salle à manger|salles d'eau|surface couverte de 150m2|système d'alarmes|terrain de 275m2|terrasse|terrasse gazonnée|villa neuve,100,HIGH,1.5,False,False,new,,1236.36,2026-03-26T15:01:38.850563
tunisieannonce_10834ecd53ad,tunisieannonce,5000.0,801.0,1.0,El Menzah 5,TUNIS,north,El Menzah,Rent,Commercial,36.8528,10.1703,1 er étage|2 chambres|3 niveaux|5 chambres|800m²|bureautique|centre d'esthétique|commercial|double salon|garderie scolaire|grand rdj en open space|jardin|jardin d'enfant|salle de bain|salle de bain commune|siège|société|spacious rdc|vastre cuisine|villa|école,90,HIGH,1.5,False,False,new,,6.24,2026-03-26T14:35:31.412717
tunisieannonce_0e90bb491bab,tunisieannonce,1700.0,70.0,2.0,Cite Ennasr 1,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,courte durée|haut standing|meuble|meublé|studio,90,HIGH,1.5,False,False,new,,24.29,2026-03-26T15:11:31.175332
tunisieannonce_0e87dba4f25d,tunisieannonce,980000.0,530.0,,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,530 m2|proches de toutes commodités|quartier résidentiel|terrain|titre individuel en règle,90,HIGH,1.5,False,False,new,,1849.06,2026-03-26T15:14:57.252353
tunisieannonce_0c9aeddd5593,tunisieannonce,3800.0,2026.0,2.0,Marsa Ennassim,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,cellier|cuisine bien equipée|parking|place de parking au sous sol|s+2|salle d'eau pour les invités|salon salle à manger|suites parentale,90,HIGH,1.5,False,False,new,,1.88,2026-03-26T14:14:08.378624
tunisieannonce_0e4757926032,tunisieannonce,519000.0,154.0,,Chatt Meriem,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,chott-meriem|gp1|surface|terrain|voie principale,90,HIGH,1.5,False,False,new,,3370.13,2026-03-26T14:15:55.954953
tunisieannonce_0d9eb160d7ca,tunisieannonce,110000.0,500.0,2.0,Sidi Hmed,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,arbres fruitiers|bon voisinage|papi en règle|porte coulissante|terrain clôturé|zone davenir,95,HIGH,1.5,False,False,new,,220.0,2026-03-26T14:16:14.000069
tunisieannonce_0c7abdcdf32c,tunisieannonce,2000.0,,1.0,Marsa Safsaf,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,chambre à coucher|cuisine américaine|fully equipped|meuble|meublé|newkey la marsa|s+1|salle d'eau|salle à manger|salon|souplex,85,HIGH,1.5,False,False,new,,,2026-03-26T14:12:40.451780
tunisieannonce_1003dc04cad5,tunisieannonce,1650.0,630.0,,Gammart,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,construction d'une ou deux villas jumelées|façades terrain|situation juridique en règle|terrain,70,GOOD,1.0,True,False,new,,2.62,2026-03-26T14:52:30.179054
tunisieannonce_0d3023a540db,tunisieannonce,550000.0,365.0,2.0,El Mourouj,TUNIS,north,El Mourouj,Sale,Villa,36.7405,10.2042,4 chambres à coucher|abri pour 3 voitures|cuisine|four|hotte|jardin|plaque|salle de bain|salle à manger|salon|sous-sol|villa,95,HIGH,1.5,False,False,new,,1506.85,2026-03-26T15:18:46.477568
tunisieannonce_105c1d87f56d,tunisieannonce,620000.0,500.0,3.0,Ben Arous,TUNIS,north,Ben Arous,Sale,Villa,36.745,10.225,1er etage non fini|battie|emplacement exploitable|iviestissements commerciales|pres du marché 7ay el2skan|rez de chaussé|surface,95,HIGH,1.5,False,False,new,,1240.0,2026-03-26T14:17:21.944062
tunisieannonce_1484c3f3a0b2,tunisieannonce,850.0,48.0,1.0,Riadh Landlous,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,entrée indépendante|jardin|meuble|meublé|studio,90,HIGH,1.5,False,False,new,,17.71,2026-03-26T15:27:51.367409
tunisieannonce_145178a3ccfa,tunisieannonce,800000.0,753.0,,Raoued,TUNIS,north,Raoued,Sale,Land,36.908,10.2,eau|immeuble|meuble|projet d'investissement|r+6|terrain|électricité,90,HIGH,1.5,False,False,new,,1062.42,2026-03-26T14:49:36.172795
tunisieannonce_10df09937a99,tunisieannonce,1700.0,89.0,1.0,Zone Urbaine Nord,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,bureau|bureau du pdg|chauffage central|climatisation|climatisation centralisée|espace pour secrétaire|h+3|hall|meuble|salle dattente|salle deau|salle deau privée,80,GOOD,1.0,True,False,new,,19.1,2026-03-26T14:44:30.989547
tunisieannonce_1194d95765ea,tunisieannonce,90000.0,70.0,3.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,avenue hédi nouira|dépôt|résidence|sous sol|titre individuel en règle,100,HIGH,1.5,False,False,new,,1285.71,2026-03-26T15:26:02.961253
tunisieannonce_12eb0752259c,tunisieannonce,570000.0,379.0,,Riadh Landlous,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,379 m2|façades 20 m|possibilité de bâti en r+2|proche de toutes commodités|quartier résidentiel|r+2|terrain,90,HIGH,1.5,False,False,new,,1503.96,2026-03-26T14:54:12.804894
tunisieannonce_1422707687ca,tunisieannonce,240000.0,75.0,1.0,El Aouina,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,appartement neuf|balcon|chambre à coucher avec dressing|cuisine équipée et aménagée|parking|place de parking au sous-sol|résidence récente et sécurisée|salle de douche moderne|salon spacieux,100,HIGH,1.5,False,False,new,,3200.0,2026-03-26T14:29:00.636615
tunisieannonce_16839c856c97,tunisieannonce,3000.0,380.0,2.0,Hammam Sousse,TUNIS,north,Hammam Sousse,Rent,Commercial,35.8592,10.59,"autoroute|axes routiers g p 1|dépôt|hauteur sous plafond 5,5 mètre|local|show room|surface 380 m 2|transports|usine|zone industriel",90,HIGH,1.5,False,False,new,,7.89,2026-03-26T15:13:55.505484
tunisieannonce_139042b721fa,tunisieannonce,1300.0,200.0,3.0,El Mourouj,TUNIS,north,El Mourouj,Rent,Villa,36.7405,10.2042,3 chambres à coucher|5 climatiseurs|balcon|chauffage central|climatisation|cuisine|garage|grand salon|salle d'eau|salle de bain|terrasse,90,HIGH,1.5,False,False,new,,6.5,2026-03-26T14:50:31.485308
tunisieannonce_196bd89b912e,tunisieannonce,1550.0,160.0,3.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,"160m²|2nd floor|appartment|ascenseur|calm and secure residence|central heating|chauffage central|climatisation|common bathroom|ensoleillé|guest bathroom|haut standing|kitchen equipped (plaque, hotte, four) with dryer|loby 1550dt/m + 50dt/m the fees of syndic|never inhabited|optimal orientation|s+3|salon with balcony|split air conditioning|three bedrooms with dressing|very luminous|without elevator",90,HIGH,1.5,False,False,new,,9.69,2026-03-26T14:21:53.413286
tunisieannonce_15873f382255,tunisieannonce,900.0,75.0,1.0,Ain Zaghouan,TUNIS,north,Zaghouan,Rent,Apartment,36.4025,10.1431,"bathroom|bedroom|chauffage central|climatisation|equipped kitchen (hotte, four and plaque)|heating central|parking|s+1|salon with dining area|spacious|two air conditioners",90,HIGH,1.5,False,False,new,,12.0,2026-03-26T14:30:49.600435
tunisieannonce_1d10d87d86c8,tunisieannonce,1400.0,60.0,1.0,Jardins De Carthage,TUNIS,north,Carthage,Rent,Apartment,36.8536,10.3256,"chambre avec dressing intégré|cuisine moderne en open space, entièrement équipée|grand salon salle à manger convivial et raffiné|grandes ouvertures|luminosité exceptionnelle|parking|parking en sous sol sécurisé|placards intégrés dans le couloir|résidence calme|résidence sécurisée|salle de bain|spacieux studio|volumes généreux|vue dégagée",90,HIGH,1.5,False,False,new,,23.33,2026-03-26T14:24:58.986209
tunisieannonce_1c10a52cfba0,tunisieannonce,1700.0,65.0,2.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,Citée Nasr|meuble|short-term rental|studios meublés,90,HIGH,1.5,False,False,new,,26.15,2026-03-26T15:08:36.879242
tunisieannonce_1d5e0645adbf,tunisieannonce,500.0,70.0,1.0,La Soukra,TUNIS,north,La Soukra,Rent,Apartment,36.885212,10.245301,balcon|calme|chambre à coucher|climatised|entrée indépendante|internet|kitchenette|meuble|s+1|salle d'eau|salon|sécurisée,90,HIGH,1.5,False,False,new,,7.14,2026-03-26T15:09:04.276931
tunisieannonce_19d4182318c6,tunisieannonce,2100.0,70.0,2.0,Cite Ennasr 1,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,courte durée|haut standing|meuble|meublé|studio,90,HIGH,1.5,False,False,new,,30.0,2026-03-26T15:11:12.292776
tunisieannonce_1b59765b0764,tunisieannonce,2000.0,,1.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,balcon|chambres|chauffage central|climatisation|climatiseurs|cuisine|dressing|meuble|parking|place de parking sous-sol|salle d'eau|salle de bain|séchoir,85,HIGH,1.5,False,False,new,,,2026-03-26T15:05:43.541180
tunisieannonce_1a2e69c32212,tunisieannonce,2100.0,300.0,4.0,El Menzah 9,TUNIS,north,El Menzah,Rent,Villa,36.8528,10.1703,300m²|4 chambres à coucher|cuisine|garage|grand salon|jardin|large garden|salle d'eau|salle de bain|sejour|totally independent|villa,90,HIGH,1.5,False,False,new,,7.0,2026-03-26T14:35:21.664298
tunisieannonce_1a591338b79a,tunisieannonce,650000.0,325.0,3.0,Cite Ennasr 1,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,carré|habitat viabilisé|surface totale: 352 m²,100,HIGH,1.5,False,False,new,,2000.0,2026-03-26T14:05:33.251378
tunisieannonce_1d87c0451393,tunisieannonce,1200.0,,1.0,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,balcon|chambre à coucher|cuisine équipée|meuble|salle de bain|salon,85,HIGH,1.5,False,False,new,,,2026-03-26T14:32:58.610204
tunisieannonce_1ec739739319,tunisieannonce,800000.0,140.0,1.0,Marsa Safsaf,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,accueil soigné|cuisine méditerranéenne fusion|restaurant|terrasse|terrasse arborée,80,GOOD,1.0,True,False,new,,5714.29,2026-03-26T15:14:48.846473
tunisieannonce_1b1065d27ddd,tunisieannonce,1700.0,800.0,,Sidi Daoud,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,carrefour la marsa|deux façade|terrain|titre foncier urbain individuel r+4,70,GOOD,1.0,True,False,new,,2.12,2026-03-26T14:49:09.789056
tunisieannonce_204f1325be7c,tunisieannonce,600.0,80.0,2.0,La Mannouba,TUNIS,north,Mannouba,Rent,Villa,36.8097,10.0928,terrasse,75,GOOD,1.0,False,False,new,,7.5,2026-03-26T14:27:06.208102
