"change_type","city","currency","description","features","has_price_history","image_count","images","is_outlier","last_update","latitude","longitude","model_weight","municipalite","normalized","outlier_flags","poi","property_id","region","reliability_level","reliability_score","rooms","scraped_at","should_drop","source_name","surface","suspected_duplicate","title","transaction_type","type","url","zone","_id","id","price","nlp_enriched","nlp_filled_fields","price_delta","price_delta_pct","price_per_m2","canonical_id"
"unchanged","","TND","","[]","True","14.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/245/872F/m/1_81344084.avif"", ""https://www.mubawab-media.com/ad/8/245/872F/m/2_81344086.avif"", ""https://www.mubawab-media.com/ad/8/245/872F/m/3_81344087.avif"", ""https://www.mubawab-media.com/business/6/586F/s/32145412_1928951857174998_2505083273605021696_n.avif"", ""https://www.mubawab-media.com/ad/8/210/272F/m/1_80966706.avif"", ""https://www.mubawab-media.com/ad/8/163/675F/m/23_81424071.avif"", ""https://www.mubawab-media.com/ad/8/302/514F/m/IMG-20260125-WA0013%281%29%20-%20Copie%20-%20Copie%20-%20Copie_81958511.avif"", ""https://www.mubawab-media.com/ad/8/271/717F/m/1_81626900.avif"", ""https://www.mubawab-media.com/ad/8/309/444F/m/29_82029233.avif"", ""https://www.mubawab-media.com/ad/8/311/168F/m/15_82047298.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.811229Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8245872","","LOW","25.0","6.0","2026-03-27T12:47:43.434210","False","mubawab","500.0","False","","Sale","Villa","https://www.mubawab.tn/en/a/8245872/fabulous-villa-for-sale-in-hammamet-sud-area-of-500-m%C2%B2-large-swimming-pool-general-air-conditioning","","mubawab:mubawab_8245872","","","","","","","",""
"unchanged","","TND","","[]","True","8.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/248/661F/m/1_81371146.avif"", ""https://www.mubawab-media.com/ad/8/248/661F/m/2_81371147.avif"", ""https://www.mubawab-media.com/ad/8/248/661F/m/2A_81371148.avif"", ""https://www.mubawab-media.com/business/7/190F/s/logo4337avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.811229Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8248661","","LOW","25.0","12.0","2026-04-06T09:16:42.373306","False","mubawab","100.0","False","","Rent","Vacation","https://www.mubawab.tn/fr/a/8248661/location-un-appartement-s2-%C3%A0-kantaoui","","mubawab:mubawab_8248661","","","","","","","",""
"new","","TND","","[]","False","12.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/248/300F/m/1000035304_82191521.avif"", ""https://www.mubawab-media.com/business/8/421F/s/logo%20v5%20profil_37499291.avif"", ""https://www.mubawab-media.com/ad/8/248/301F/m/1000035300_82191584.avif"", ""https://www.mubawab-media.com/ad/8/321/631F/m/WhatsApp%20Image%202026-03-26%20at%2014.49.46_82156702.avif"", ""https://www.mubawab-media.com/ad/8/234/976F/m/large_1156715_property_large_81231171.avif"", ""https://www.mubawab-media.com/ad/8/292/847F/m/photo_00_81851851.avif"", ""https://www.mubawab-media.com/ad/8/222/550F/m/large_1170535_property_xlarge_81096979.avif"", ""https://www.mubawab-media.com/ad/7/921/826F/m/Picture-83474178-1-1170x785_75718382.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.811229Z","33.8439408","9.400138","0.0","","","[]","[]","mubawab_8248300","","DROP","5.0","","2026-04-06T09:05:04.189412","True","mubawab","53.0","False","","Sale","Commercial","https://www.mubawab.tn/fr/a/8248300/local-commercial-53-m%C2%B2-%C3%A0-l-achat-%C3%A0-montplaisir","","mubawab:mubawab_8248300","","","","","","","",""
"unchanged","","TND","","[""bureaux"", ""surface_of_property""]","True","26.0","[""https://www.mubawab-media.com/assets/logos/mubawab.png"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6726_81481925.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6778_81481869_81481898.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6766_81481870_81481899.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6769-Edit_81481871_81481900.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6770_81481872_81481901.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6771_81481873_81481902.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6773_81481874_81481903.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6776_81481875_81481905.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6711_81481928.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6715_81481929.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6716_81481930.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6717_81481931.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6719_81481932.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6720_81481933.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6721-Edit_81481934.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6722-Edit_81481935.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6723_81481936.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6738_81481937.avif"", ""https://www.mubawab-media.com/ad/8/259/445F/h/IMG_6742_81481938.avif"", ""https://www.mubawab-media.com/assets/common/agency-nologo.jpg"", ""https://www.mubawab-media.com/ad/8/259/444F/m/IMG_6738_81481911.avif"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/assets/common/app-store/google-play-small.png"", ""https://www.mubawab-media.com/assets/common/app-store/app-store-small.png""]","False","2026-04-06T18:44:22.812225Z","36.7667","10.1833","0.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","mubawab_8259445","TUNIS","LOW","35.0","","2026-03-27T09:06:35.527094","False","mubawab","160.0","False","A louer bureaux à La Marsa. Surface de 160 m²","Rent","Commercial","https://www.mubawab.tn/fr/pa/8259445/a-louer-bureaux-%C3%A0-la-marsa-surface-de-160-m%C2%B2","north","mubawab:mubawab_8259445","","","","","","","",""
"new","","TND","","[]","False","11.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/252/918F/m/gallery_81415121.avif"", ""https://www.mubawab-media.com/ad/8/252/918F/m/gallery_81415122.avif"", ""https://www.mubawab-media.com/ad/8/252/918F/m/gallery_81415123.avif"", ""https://www.mubawab-media.com/business/6/577F/s/logo.avif"", ""https://www.mubawab-media.com/ad/8/284/073F/m/cheik03_81760621.avif"", ""https://www.mubawab-media.com/ad/8/228/572F/m/99cd1kdXvkgI6r8D-large_81161760.avif"", ""https://www.mubawab-media.com/ad/7/808/489F/m/WhatsApp%20Image%202023-11-01%20%C3%A0%2017.26.38_6db10ecd_60211495.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.811229Z","33.8439408","9.400138","0.0","","","[]","[]","mubawab_8252918","","DROP","15.0","1.0","2026-04-06T09:03:20.976258","True","mubawab","55.0","False","","Sale","Commercial","https://www.mubawab.tn/fr/a/8252918/hall1-en-vente","","mubawab:mubawab_8252918","","","","","","","",""
"new","","TND","","[""S2"", ""apartment""]","False","16.0","[""https://www.mubawab-media.com/assets/logos/mubawab.png"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.58.00%20PM%20%282%29_81426662.avif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.58.01%20PM%20%281%29_81426663.avif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.57.58%20PM%20%281%29_81426664.avif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.58.01%20PM_81426665.avif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.57.59%20PM%20%281%29_81426666.avif"", ""https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.57.59%20PM_81426667.avif"", ""https://www.mubawab-media.com/business/9/012F/s/tchicco_41997693.avif"", ""https://www.mubawab-media.com/ad/8/241/054F/m/WhatsApp%20Image%202026-04-01%20at%2013.35.41%20%283%29_82220755.avif"", ""https://www.mubawab-media.com/ad/8/183/364F/m/WhatsApp%20Image%202025-07-09%20at%2010.57.03_80696644.avif"", ""https://www.mubawab-media.com/ad/8/078/453F/m/Capture%20d%E2%80%99%C3%A9cran%202025-01-21%20181800_79638515.avif"", ""https://www.mubawab-media.com/ad/8/227/631F/m/Balcon_81617160.avif"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/assets/common/app-store/google-play-small.png"", ""https://www.mubawab-media.com/assets/common/app-store/app-store-small.png""]","False","2026-04-06T18:44:22.812225Z","36.7667","10.1833","0.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","mubawab_8254026","TUNIS","LOW","35.0","3.0","2026-04-06T08:57:21.135734","False","mubawab","93.0","False","Appartement S2 en vente","Sale","Apartment","https://www.mubawab.tn/fr/a/8254026/appartement-s2-en-vente","north","mubawab:mubawab_8254026","","","","","","","",""
"new","","TND","","[""garden"", ""jardin""]","False","22.0","[""https://www.mubawab-media.com/assets/logos/mubawab.png"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276294_property_xlarge_81942680.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276290_property_xlarge_81942681.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276292_property_xlarge_81942682.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276291_property_xlarge_81942683.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276288_property_xlarge_81942684.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276281_property_xlarge_81942685.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276283_property_xlarge_81942686.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276285_property_xlarge_81942687.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276287_property_xlarge_81942688.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276289_property_xlarge_81942689.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276293_property_xlarge_81942690.avif"", ""https://www.mubawab-media.com/ad/8/252/989F/h/large_1276279_property_xlarge_81942691.avif"", ""https://www.mubawab-media.com/business/8/390F/s/173569684_3743946405703280_2342906483815680692_n_12649711.avif"", ""https://www.mubawab-media.com/ad/8/311/863F/m/large_1288954_property_xlarge_82057556.avif"", ""https://www.mubawab-media.com/ad/7/934/679F/m/WhatsApp%20Image%202025-10-31%20at%2010.20.01%20%282%29_81834583.avif"", ""https://www.mubawab-media.com/ad/8/286/628F/m/WhatsApp%20Image%202026-01-13%20at%2011.16.24_81787050.avif"", ""https://www.mubawab-media.com/ad/8/286/637F/m/WhatsApp%20Image%202026-01-13%20at%2011.16.24%20%281%29_81787188.avif"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/assets/common/app-store/google-play-small.png"", ""https://www.mubawab-media.com/assets/common/app-store/app-store-small.png""]","False","2026-04-06T18:44:22.812225Z","36.7667","10.1833","0.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","mubawab_8252989","TUNIS","LOW","35.0","3.0","2026-04-06T08:59:29.727116","False","mubawab","205.0","False","Appartement S2 avec jardin à La Soukra","Sale","Apartment","https://www.mubawab.tn/fr/a/8252989/appartement-s2-avec-jardin-%C3%A0-la-soukra","north","mubawab:mubawab_8252989","","","","","","","",""
"unchanged","","TND","","[]","True","14.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/257/777F/m/logo1_81464806.avif"", ""https://www.mubawab-media.com/ad/8/257/777F/m/logo2_81464807.avif"", ""https://www.mubawab-media.com/ad/8/257/777F/m/logo3_81464808.avif"", ""https://www.mubawab-media.com/business/6/554F/s/darcom-tunisia_22227932.avif"", ""https://www.mubawab-media.com/ad/8/270/030F/m/DSC03144_81609404.avif"", ""https://www.mubawab-media.com/ad/7/928/573F/m/dde1d54f-4671-442a-924b-a8cd945e9075_76293314_76293687.avif"", ""https://www.mubawab-media.com/ad/8/314/008F/m/0%20%288%20sur%2014%29_82079848.avif"", ""https://www.mubawab-media.com/ad/8/315/848F/m/C03%20kawakeb%201_82098717.avif"", ""https://www.mubawab-media.com/ad/8/270/015F/m/519507355_1257052509539673_8607294219171057178_n_81609366.avif"", ""https://www.mubawab-media.com/ad/7/928/576F/m/WhatsApp%20Image%202024-05-30%20at%2016.25.52_76293325_76293769.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8257777","","LOW","25.0","10.0","2026-04-06T08:58:25.809187","False","mubawab","158.0","False","","Sale","Apartment","https://www.mubawab.tn/fr/a/8257777/s3-rdc-jardins-de-carthage","","mubawab:mubawab_8257777","","","","","","","",""
"unchanged","","TND","","[]","True","9.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/253/718F/m/BANQUE%20%281%29_44943652_81423265.avif"", ""https://www.mubawab-media.com/ad/8/253/718F/m/CHOURA2%20%281%29_44752387_81423266.avif"", ""https://www.mubawab-media.com/ad/8/253/718F/m/WhatsApp%20Image%202022-11-17%20at%2009.36.04_36353949_81423267.avif"", ""https://www.mubawab-media.com/promotion/3/753F/logo/s/logo%20%20choura_81409946.avif"", ""https://www.mubawab-media.com/ad/8/253/720F/m/WhatsApp%20Image%202022-11-17%20at%2009.36.04_36353949_81423296.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8253718","","LOW","25.0","1.0","2026-03-27T12:57:35.822877","False","mubawab","44.0","False","","Rent","Apartment","https://www.mubawab.tn/fr/pa/8253718/%C3%A0-louer-%E2%80%93-appartement-s1-vide-%C3%A0-my-house-1-chotrana-1","","mubawab:mubawab_8253718","","","","","","","",""
"unchanged","","TND","","[]","True","8.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/251/845F/m/IMG_1550_81404109.avif"", ""https://www.mubawab-media.com/ad/8/251/845F/m/IMG_1551_81404110.avif"", ""https://www.mubawab-media.com/ad/8/251/845F/m/IMG_1554_81404111.avif"", ""https://www.mubawab-media.com/assets/common/agency-nologo.jpg"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8251845","","LOW","25.0","5.0","2026-04-06T09:10:47.473320","False","mubawab","2400.0","False","","Rent","Commercial","https://www.mubawab.tn/fr/a/8251845/immeuble-%C3%A0-usage-de-bureaux-cit%C3%A9-jardins-tunis","","mubawab:mubawab_8251845","","","","","","","",""
"unchanged","","TND","","[]","True","26.0","[""https://www.mubawab-media.com/assets/logos/mubawab.png"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_e154bac4_81424437.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_1faa8bf4_81424438.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_41e372a0_81424439.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_cd29713e_81424440.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.22_4d6a6bd4_81424441.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.22_ef851dac_81424442.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.22_f5562ff5_81424443.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.23_30d4ac15_81424444.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.23_ac293e6b_81424445.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.23_da35ac86_81424446.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.23_e5bc951b_81424447.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.24_7742b560_81424448.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.35.24_bfcc0e74_81424449.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.45.47_17db760c_81424450.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2013.32.44_a627aeaa_81424451.avif"", ""https://www.mubawab-media.com/ad/8/253/811F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2013.32.45_cb95ae2a_81424452.avif"", ""https://www.mubawab-media.com/promotion/4/528F/logo/s/logo%20%20choura_81423428.avif"", ""https://www.mubawab-media.com/ad/8/257/541F/m/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_e154bac4_81462306.avif"", ""https://www.mubawab-media.com/ad/8/257/532F/m/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_e154bac4_81462182.avif"", ""https://www.mubawab-media.com/ad/8/257/547F/m/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_41e372a0_81462434.avif"", ""https://www.mubawab-media.com/ad/8/258/082F/m/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_1faa8bf4_81467785.avif"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/assets/common/app-store/google-play-small.png"", ""https://www.mubawab-media.com/assets/common/app-store/app-store-small.png""]","False","2026-04-06T18:44:22.812225Z","36.7667","10.1833","0.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","mubawab_8253811","TUNIS","LOW","40.0","4.0","2026-03-27T05:39:30.894095","False","mubawab","129.0","False","Appartement a 23","Sale","Apartment","https://www.mubawab.tn/fr/pa/8253811/appartement-a-23","north","mubawab:mubawab_8253811","","","","","","","",""
"unchanged","","TND","","[]","True","14.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/255/178F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81460889.avif"", ""https://www.mubawab-media.com/ad/8/255/178F/m/WhatsApp%20Image%202025-11-04%20%C3%A0%2012.37.23_f7de1354_81438286.avif"", ""https://www.mubawab-media.com/ad/8/255/178F/m/WhatsApp%20Image%202025-11-12%20%C3%A0%2009.37.20_911c595b_81438287.avif"", ""https://www.mubawab-media.com/promotion/4/529F/logo/s/LOGO%20PROPORTION%20D%27OR_81563669.avif"", ""https://www.mubawab-media.com/ad/8/255/185F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460898.avif"", ""https://www.mubawab-media.com/ad/8/255/537F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81460919.avif"", ""https://www.mubawab-media.com/ad/8/255/183F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460893.avif"", ""https://www.mubawab-media.com/ad/8/255/182F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460895.avif"", ""https://www.mubawab-media.com/ad/8/255/549F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81461049.avif"", ""https://www.mubawab-media.com/ad/8/255/186F/m/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81460901.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8255178","","LOW","25.0","2.0","2026-03-29T05:40:55.159296","False","mubawab","105.0","False","","Sale","Apartment","https://www.mubawab.tn/fr/pa/8255178/appartement-a05-%E2%80%93-s2-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan","","mubawab:mubawab_8255178","","","","","","","",""
"unchanged","","TND","","[]","True","14.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/251/237F/m/7e1fe376-c386-4b49-81b4-3584800bcc57_81397935.avif"", ""https://www.mubawab-media.com/ad/8/251/237F/m/df70747f-e6a8-4802-8612-e4b032ac8a43_81397936.avif"", ""https://www.mubawab-media.com/ad/8/251/237F/m/0a1c9c57-5826-48b7-a0a8-3f22beba51d6_81397937.avif"", ""https://www.mubawab-media.com/business/7/760F/s/mobeweb.avif"", ""https://www.mubawab-media.com/ad/8/320/963F/m/484347107_1168309771746854_3517320684286188888_n_82150009.avif"", ""https://www.mubawab-media.com/ad/8/324/498F/m/large_1301597_property_large_82186615.avif"", ""https://www.mubawab-media.com/ad/8/304/722F/m/1000153483_81980057.avif"", ""https://www.mubawab-media.com/ad/8/324/022F/m/large_1298810_property_large_82181350.avif"", ""https://www.mubawab-media.com/ad/8/304/163F/m/1%20%282%29_82161426.avif"", ""https://www.mubawab-media.com/ad/8/175/985F/m/1_82154338.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.0","","True","[]","[]","mubawab_8251237","","DROP","10.0","5.0","2026-04-01T19:11:22.818324","True","mubawab","","False","","Rent","Villa","https://www.mubawab.tn/en/a/8251237/beautiful-house-for-rent-in-les-berges-du-lac-2-5-rooms-caretaker-service-and-air-conditioning","","mubawab:mubawab_8251237","","","","","","","",""
"unchanged","","TND","","[]","True","9.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/263/584F/m/1000019279_82135298.avif"", ""https://www.mubawab-media.com/ad/8/263/584F/m/1_81535166.avif"", ""https://www.mubawab-media.com/ad/8/263/584F/m/3_81535172.avif"", ""https://www.mubawab-media.com/assets/common/agency-nologo.jpg"", ""https://www.mubawab-media.com/ad/7/962/579F/m/PANNEAU_78489345.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8263584","","LOW","25.0","2.0","2026-03-27T12:52:27.471480","False","mubawab","1000.0","False","","Sale","Land","https://www.mubawab.tn/fr/a/8263584/terrains-de-1000m2-%C3%A0-sidi-thabet","","mubawab:mubawab_8263584","","","","","","","",""
"unchanged","","TND","","[]","True","13.0","[""https://www.mubawab-media.com/assets/logos/mubawab-big.png"", ""https://www.mubawab-media.com/assets/common/banks/atijjaribank.png"", ""https://www.mubawab-media.com/ad/8/266/226F/m/IMG_0027_81645552.avif"", ""https://www.mubawab-media.com/ad/8/266/226F/m/IMG_0025_81645542.avif"", ""https://www.mubawab-media.com/ad/8/266/226F/m/IMG_0024_81645543.avif"", ""https://www.mubawab-media.com/promotion/4/539F/logo/s/Sigle%20IH_81572715.avif"", ""https://www.mubawab-media.com/ad/8/266/222F/m/IMG_0032_81645535.avif"", ""https://www.mubawab-media.com/ad/8/266/224F/m/IMG_0029_81645492.avif"", ""https://www.mubawab-media.com/ad/8/266/213F/m/C05_S%2B1_81577526.avif"", ""https://www.mubawab-media.com/ad/8/267/011F/m/C09_S%2B1_81577574.avif"", ""https://www.mubawab-media.com/ad/8/266/223F/m/IMG_0035_81645311.avif"", ""https://www.mubawab-media.com/assets/common/loading.gif"", ""https://www.mubawab-media.com/assets/mobile/public/mubawab-icon.png""]","False","2026-04-06T18:44:22.812225Z","33.8439408","9.400138","0.5","","","[]","[]","mubawab_8266226","","LOW","25.0","15.0","2026-03-27T12:47:30.908348","False","mubawab","262.0","False","","Sale","Villa","https://www.mubawab.tn/en/pa/8266226/fabulous-villa-for-sale-in-la-soukra-5-large-living-areas-secured-door-secured-neighbourhood","","mubawab:mubawab_8266226","","","","","","","",""
